1764345251.6679218	doc-8.3	83.11
1764345251.8288803	doc-8.3	92.71
1764345252.0060205	doc-8.3	83.59
1764345252.1442251	doc-8.3	92.78
1764345252.3002062	doc-8.3	83.49
1764345252.4590895	doc-8.3	91.71
1764345252.622922	doc-8.3	102.76
1764345252.7718568	doc-8.3	96.06
1764345252.945517	doc-8.3	97.52
1764345253.1179214	doc-8.3	96.84
1764345253.2715614	doc-8.3	93.85
1764345253.4163198	doc-8.3	102.85
1764345253.5707364	doc-8.3	95.68
1764345253.705838	doc-8.3	83.01
1764345253.8794808	doc-8.3	83.01
1764345254.0356324	doc-8.3	85.35
1764345254.184666	doc-8.3	92.19
1764345254.3356726	doc-8.3	82.62
1764345254.4892359	doc-8.3	82.82
1764345254.6443076	doc-8.3	82.04
1764345254.7959287	doc-8.3	82.23
1764345254.9438677	doc-8.3	82.16
1764345255.078506	doc-8.3	82.25
1764345255.2132843	doc-8.3	81.48
1764345255.3637416	doc-8.3	81.38
1764345255.515966	doc-8.3	81.65
1764345255.6678617	doc-8.3	81.45
1764345255.835089	doc-8.3	81.16
1764345255.9694278	doc-8.3	81.16
1764345256.1028256	doc-8.3	81.28
1764345256.2356546	doc-8.3	81.26
1764345256.3876648	doc-8.3	81.48
1764345256.5225544	doc-8.3	80.89
1764345256.6758595	doc-8.3	81.18
1764345256.8280396	doc-8.3	80.99
1764345256.9798589	doc-8.3	80.87
1764345257.114597	doc-8.3	80.89
1764345257.2496538	doc-8.3	80.97
1764345257.3818252	doc-8.3	81.26
1764345257.5165741	doc-8.3	80.68
1764345257.6666386	doc-8.3	80.68
1764345257.81919	doc-8.3	80.89
1764345257.9703386	doc-8.3	80.77
1764345258.1224499	doc-8.3	80.58
1764345258.2745645	doc-8.3	80.58
1764345258.4082167	doc-8.3	80.70
1764345258.5589113	doc-8.3	80.70
1764345258.7103705	doc-8.3	80.48
1764345258.86254	doc-8.3	80.29
1764345259.010082	doc-8.3	80.48
1764345259.142242	doc-8.3	80.48
1764345259.2762582	doc-8.3	80.47
1764345259.4266307	doc-8.3	80.19
1764345259.5781536	doc-8.3	80.29
1764345259.7095525	doc-8.3	80.29
1764345259.8403938	doc-8.3	80.11
1764345259.9724524	doc-8.3	80.19
1764345260.1232913	doc-8.3	85.48
1764345260.2755582	doc-8.3	87.94
1764345260.4061775	doc-8.3	87.45
1764345260.5594668	doc-8.3	87.36
1764345260.713029	doc-8.3	86.48
1764345260.8632917	doc-8.3	86.75
1764345260.9982436	doc-8.3	87.65
1764345261.152934	doc-8.3	86.09
1764345261.285438	doc-8.3	88.31
1764345261.4355001	doc-8.3	86.68
1764345261.5674608	doc-8.3	86.00
1764345261.7001576	doc-8.3	85.41
1764345261.852602	doc-8.3	85.49
1764345262.003352	doc-8.3	85.48
1764345262.1559563	doc-8.3	85.39
1764345262.3070087	doc-8.3	85.10
1764345262.459384	doc-8.3	85.29
1764345262.5924213	doc-8.3	80.38
1764345262.7426558	doc-8.3	80.11
1764345262.8772774	doc-8.3	80.09
1764345263.012164	doc-8.3	80.11
1764345263.1642365	doc-8.3	80.21
1764345263.314699	doc-8.3	79.99
1764345263.466661	doc-8.3	79.70
1764345263.618803	doc-8.3	79.63
1764345263.749266	doc-8.3	79.53
1764345263.8844619	doc-8.3	80.38
1764345264.0306761	doc-8.3	79.21
1764345264.1846678	doc-8.3	96.57
1764345264.335732	doc-8.3	80.02
1764345264.5070105	doc-8.3	94.41
1764345264.6618304	doc-8.3	81.64
1764345264.8014202	doc-8.3	303.17
1764345264.9582152	doc-8.3	309.17
1764345265.096087	doc-8.3	301.75
1764345265.2346785	doc-8.3	308.73
1764345265.3942533	doc-8.3	311.15
1764345265.534301	doc-8.3	296.58
1764345265.694371	doc-8.3	301.91
1764345265.8541536	doc-8.3	300.10
1764345265.9935572	doc-8.3	301.67
1764345266.1537745	doc-8.3	303.44
1764345266.2944543	doc-8.3	308.75
1764345266.4537754	doc-8.3	301.22
1764345266.6133387	doc-8.3	298.66
1764345266.7538652	doc-8.3	291.70
1764345266.8937948	doc-8.3	296.33
1764345267.037235	doc-8.3	90.35
1764345267.2036812	doc-8.3	298.49
1764345267.366554	doc-8.3	299.73
1764345267.519272	doc-8.3	92.29
1764345267.6730704	doc-8.3	332.05
1764345267.8272269	doc-8.3	300.40
1764345267.9820728	doc-8.3	308.75
1764345268.1383593	doc-8.3	306.92
1764345268.2948658	doc-8.3	306.06
1764345268.4533253	doc-8.3	310.00
1764345268.60579	doc-8.3	305.03
1764345268.7625337	doc-8.3	296.68
1764345268.8998911	doc-8.3	297.81
1764345269.0540266	doc-8.3	295.10
1764345269.2128973	doc-8.3	298.13
1764345269.3658242	doc-8.3	300.90
1764345269.5222979	doc-8.3	274.64
1764345269.6593266	doc-8.3	294.03
1764345269.813571	doc-8.3	300.01
1764345269.9775133	doc-8.3	297.02
1764345270.1225796	doc-8.3	297.15
1764345270.2821639	doc-8.3	301.81
1764345270.4258277	doc-8.3	303.06
1764345270.586642	doc-8.3	232.35
1764345270.7471573	doc-8.3	297.24
1764345270.8939564	doc-8.3	304.31
1764345271.0545924	doc-8.3	210.76
1764345271.2013083	doc-8.3	304.40
1764345271.3613856	doc-8.3	302.17
1764345271.504786	doc-8.3	303.83
1764345271.6487	doc-8.3	304.23
1764345271.7934506	doc-8.3	303.44
1764345271.939122	doc-8.3	298.48
1764345272.1020436	doc-8.3	296.74
1764345272.2622979	doc-8.3	301.52
1764345272.4058795	doc-8.3	300.89
1764345272.5526755	doc-8.3	306.53
1764345272.729415	doc-8.3	128.72
1764345272.8823824	doc-8.3	308.07
1764345273.0191548	doc-8.3	296.45
1764345273.1551995	doc-8.3	306.25
1764345273.2953851	doc-8.3	300.92
1764345273.4513931	doc-8.3	309.82
1764345273.6099951	doc-8.3	305.09
1764345273.7712545	doc-8.3	273.79
1764345273.9115462	doc-8.3	283.56
1764345274.0529194	doc-8.3	298.64
1764345274.1912873	doc-8.3	294.22
1764345274.3308656	doc-8.3	296.72
1764345274.4708984	doc-8.3	295.47
1764345274.6107254	doc-8.3	301.93
1764345274.7706618	doc-8.3	292.49
1764345274.9309778	doc-8.3	293.16
1764345275.070886	doc-8.3	301.41
1764345275.2112362	doc-8.3	298.33
1764345275.3441262	doc-8.3	303.05
1764345275.4941568	doc-8.3	281.52
1764345275.6570833	doc-8.3	302.81
1764345275.801712	doc-8.3	301.08
1764345275.9844751	doc-8.3	300.46
1764345276.133614	doc-8.3	300.21
1764345276.273813	doc-8.3	303.15
1764345276.4174962	doc-8.3	301.91
1764345276.561572	doc-8.3	304.69
1764345276.7057076	doc-8.3	298.64
1764345276.8531516	doc-8.3	301.56
1764345277.0180826	doc-8.3	290.76
1764345277.1825256	doc-8.3	301.94
1764345277.3324814	doc-8.3	288.55
1764345277.4939806	doc-8.3	303.15
1764345277.637772	doc-8.3	303.35
1764345277.8030558	doc-8.3	301.04
1764345277.965301	doc-8.3	304.35
1764345278.1136134	doc-8.3	299.12
1764345278.2580683	doc-8.3	298.28
1764345278.4179046	doc-8.3	300.79
1764345278.583539	doc-8.3	305.17
1764345278.7485294	doc-8.3	301.90
1764345278.9123197	doc-8.3	304.69
1764345279.0940602	doc-8.3	304.50
1764345279.25785	doc-8.3	301.14
1764345279.4229252	doc-8.3	299.06
1764345279.5711336	doc-8.3	299.83
1764345279.7162287	doc-8.3	295.10
1764345279.8784306	doc-8.3	305.65
1764345280.0246341	doc-8.3	293.74
1764345280.190071	doc-8.3	299.72
1764345280.3507211	doc-8.3	292.49
1764345280.513024	doc-8.3	300.99
1764345280.6981943	doc-8.3	303.25
1764345280.8534086	doc-8.3	299.06
1764345281.007884	doc-3.7	85.83
1764345281.160657	doc-3.7	85.27
1764345281.3137634	doc-3.7	307.19
1764345281.4700596	doc-3.7	298.75
1764345281.6446383	doc-3.7	304.65
1764345281.781089	doc-3.7	306.16
1764345281.9167116	doc-3.7	304.77
1764345282.0524244	doc-3.7	298.19
1764345282.2085328	doc-3.7	298.08
1764345282.3610666	doc-3.7	306.42
1764345282.5177531	doc-3.7	302.77
1764345282.654036	doc-3.7	301.37
1764345282.8100207	doc-3.7	300.22
1764345282.968078	doc-3.7	294.10
1764345283.1069875	doc-3.7	276.88
1764345283.2619295	doc-3.7	300.06
1764345283.396643	doc-3.7	300.94
1764345283.5316062	doc-3.7	309.57
1764345283.694278	doc-3.7	306.17
1764345283.856488	doc-3.7	292.49
1764345284.0149417	doc-3.7	305.85
1764345284.159338	doc-3.7	308.63
1764345284.3213887	doc-3.7	304.50
1764345284.4836197	doc-3.7	291.28
1764345284.6392093	doc-3.7	107.59
1764345284.7762616	doc-3.7	305.70
1764345284.9300528	doc-3.7	306.32
1764345285.0883353	doc-3.7	299.70
1764345285.2473207	doc-3.7	305.28
1764345285.4020112	doc-3.7	294.33
1764345285.5379891	doc-3.7	305.86
1764345285.689436	doc-3.7	311.98
1764345285.8476896	doc-3.7	306.23
1764345286.0073032	doc-3.7	307.58
1764345286.167448	doc-3.7	307.10
1764345286.327989	doc-3.7	304.50
1764345286.4674284	doc-3.7	310.77
1764345286.6075048	doc-3.7	276.43
1764345286.7670357	doc-3.7	301.07
1764345286.9281316	doc-3.7	305.71
1764345287.0868716	doc-3.7	308.30
1764345287.2486331	doc-3.7	278.26
1764345287.3919125	doc-3.7	305.76
1764345287.5373585	doc-3.7	306.24
1764345287.6823905	doc-3.7	305.38
1764345287.8303654	doc-3.7	306.13
1764345287.9765382	doc-3.7	301.37
1764345288.1494155	doc-3.7	283.83
1764345288.3145971	doc-3.7	298.76
1764345288.4727604	doc-3.7	304.52
1764345288.6255915	doc-3.7	329.16
1764345288.760354	doc-3.7	306.62
1764345288.8959477	doc-3.7	305.65
1764345289.0335314	doc-3.7	309.23
1764345289.1901534	doc-3.7	298.23
1764345289.3268592	doc-3.7	303.84
1764345289.4864545	doc-3.7	269.64
1764345289.6268418	doc-3.7	306.34
1764345289.7863376	doc-3.7	306.42
1764345289.9259038	doc-3.7	298.27
1764345290.0867531	doc-3.7	294.38
1764345290.2264066	doc-3.7	292.28
1764345290.3658247	doc-3.7	294.88
1764345290.5063446	doc-3.7	293.07
1764345290.6659184	doc-3.7	304.02
1764345290.8044684	doc-3.7	306.95
1764345290.9574137	doc-3.7	294.43
